 ,Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
13379,(ID62482 : ID62612),8889,62482,62612,0.006,442.500,61.078,18.207,0,0.078,0.078,None
13380,(ID62612 : ID62727),8889,62612,62727,0.003,443.500,61.075,18.227,0,0.055,0.055,None
13381,(ID62727 : ID62954),8889,62727,62954,0.004,444.500,61.079,18.224,0,0.062,0.062,None
13382,(ID62954 : ID62843),8889,62954,62843,0.004,445.500,61.078,18.246,0,0.065,0.065,None
13383,(ID62843 : ID63074),8889,62843,63074,4.877E-4,446.500,61.059,18.255,0,0.022,0.022,None
13384,(ID63074 : ID63184),8889,63074,63184,0.009,447.500,61.105,18.222,0,0.094,0.094,None
13385,(ID63184 : ID63297),8889,63184,63297,0.005,448.500,61.110,18.209,0,0.071,0.071,None
13386,(ID63297 : ID63416),8889,63297,63416,6.545E-4,449.500,61.080,18.238,0,0.026,0.026,None
13387,(ID63416 : ID63529),8889,63416,63529,0.003,450.500,61.105,18.239,0,0.055,0.055,None
13388,(ID63529 : ID63642),8889,63529,63642,9.935E-4,451.500,61.124,18.212,0,0.032,0.032,None
13389,(ID63642 : ID63752),8889,63642,63752,9.530E-4,452.500,61.122,18.182,0,0.031,0.031,None
13390,(ID63752 : ID63876),8889,63752,63876,0.004,453.500,61.107,18.194,0,0.066,0.066,None
13391,(ID63876 : ID63999),8889,63876,63999,9.155E-5,454.500,61.091,18.225,0,0.010,0.010,None
13392,(ID63999 : ID64121),8889,63999,64121,0.001,455.500,61.075,18.231,0,0.039,0.039,None
13393,(ID64121 : ID64248),8889,64121,64248,5.706E-4,456.500,61.067,18.227,0,0.024,0.024,None
13394,(ID64248 : ID64378),8889,64248,64378,5.115E-4,457.500,61.069,18.214,0,0.023,0.023,None
13395,(ID64378 : ID64620),8889,64378,64620,0.004,458.500,61.090,18.207,0,0.059,0.059,None
13396,(ID64620 : ID64501),8889,64620,64501,2.958E-4,459.500,61.112,18.209,0,0.017,0.017,None
13397,(ID64501 : ID64742),8889,64501,64742,0.002,460.500,61.082,18.217,0,0.046,0.046,None
13398,(ID64742 : ID64852),8889,64742,64852,9.410E-4,461.500,61.069,18.236,0,0.031,0.031,None
13399,(ID64852 : ID64959),8889,64852,64959,0.004,462.500,61.089,18.217,0,0.067,0.067,None
13400,(ID64959 : ID65071),8889,64959,65071,0.006,463.500,61.094,18.222,0,0.075,0.075,None
13401,(ID65071 : ID65178),8889,65071,65178,0.006,464.500,61.103,18.225,0,0.076,0.076,None
13402,(ID65178 : ID65281),8889,65178,65281,0.005,465.500,61.088,18.205,0,0.069,0.069,None
13403,(ID65281 : ID65513),8889,65281,65513,0.005,466.500,61.026,18.207,0,0.068,0.068,None
13404,(ID65513 : ID65392),8889,65513,65392,0.016,467.500,61.053,18.219,0,0.128,0.128,None
13405,(ID65392 : ID65723),8889,65392,65723,0.002,468.500,61.093,18.253,0,0.041,0.041,None
13406,(ID65723 : ID65600),8889,65723,65600,0.005,469.500,61.040,18.246,0,0.073,0.073,None
13407,(ID65600 : ID65822),8889,65600,65822,0.008,470.500,61.052,18.225,0,0.091,0.091,None
13408,(ID65822 : ID66042),8889,65822,66042,2.644E-5,471.500,61.098,18.222,0,0.005,0.005,None
13409,(ID66042 : ID65934),8889,66042,65934,0.004,472.500,61.128,18.219,0,0.060,0.060,None
13410,(ID65934 : ID66167),8889,65934,66167,0.012,473.500,61.104,18.223,0,0.107,0.107,None
13411,(ID66167 : ID66273),8889,66167,66273,0.013,474.500,61.105,18.255,0,0.115,0.115,None
13412,(ID66273 : ID66380),8889,66273,66380,0.006,475.500,61.131,18.249,0,0.077,0.077,None
13413,(ID66380 : ID66507),8889,66380,66507,7.423E-4,476.500,61.091,18.221,0,0.027,0.027,None
13414,(ID53224 : ID53345),8890,53224,53345,0.026,361.500,62.560,22.640,0,0.160,0.160,None
13415,(ID53345 : ID53452),8890,53345,53452,0.026,362.500,62.560,22.640,0,0.160,0.160,None
13416,(ID53452 : ID53674),8890,53452,53674,0.026,363.500,62.560,22.800,0,0.160,0.160,None
13417,(ID53674 : ID53566),8890,53674,53566,0.000,364.500,62.560,22.880,0,0.000,0.000,None
13418,(ID53566 : ID53986),8890,53566,53986,0.074,365.500,62.425,22.864,0,0.272,0.272,None
13419,(ID53986 : ID53778),8890,53986,53778,0.134,366.500,62.223,23.019,0,0.366,0.366,None
13420,(ID53778 : ID53883),8890,53778,53883,0.012,367.500,62.207,23.214,0,0.111,0.111,None
13421,(ID53883 : ID54109),8890,53883,54109,0.067,368.500,62.205,23.120,0,0.258,0.258,None
13422,(ID54109 : ID54221),8890,54109,54221,0.008,369.500,62.142,22.959,0,0.090,0.090,None
13423,(ID53365 : ID53478),8910,53365,53478,0.002,362.500,49.103,34.267,0,0.048,0.048,None
13424,(ID53478 : ID53691),8910,53478,53691,0.003,363.500,49.092,34.260,0,0.058,0.058,None
13425,(ID53691 : ID53587),8910,53691,53587,0.035,364.500,49.173,34.274,0,0.188,0.188,None
13426,(ID53587 : ID54005),8910,53587,54005,0.004,365.500,49.228,34.298,0,0.067,0.067,None
13427,(ID54005 : ID53791),8910,54005,53791,0.001,366.500,49.186,34.290,0,0.035,0.035,None
13428,(ID53791 : ID53903),8910,53791,53903,0.010,367.500,49.136,34.267,0,0.099,0.099,None
13429,(ID53903 : ID54128),8910,53903,54128,0.005,368.500,49.135,34.237,0,0.072,0.072,None
13430,(ID54128 : ID54240),8910,54128,54240,0.022,369.500,49.096,34.236,0,0.150,0.150,None
13431,(ID54240 : ID54343),8910,54240,54343,0.009,370.500,49.064,34.250,0,0.094,0.094,None
13432,(ID54343 : ID54456),8910,54343,54456,0.004,371.500,49.138,34.273,0,0.063,0.063,None
13433,(ID53678 : ID53569),8938,53678,53569,0.135,364.500,43.452,23.793,0,0.367,0.367,None
13434,(ID53569 : ID53988),8938,53569,53988,0.575,365.500,43.792,23.486,0,0.758,0.758,None
13435,(ID53988 : ID53776),8938,53988,53776,0.851,366.500,44.442,23.004,0,0.923,0.923,None
13436,(ID53776 : ID53881),8938,53776,53881,0.454,367.500,44.403,22.587,0,0.674,0.674,None
13437,(ID53881 : ID54107),8938,53881,54107,0.144,368.500,44.257,22.568,0,0.380,0.380,None
13438,(ID54107 : ID54220),8938,54107,54220,0.009,369.500,44.486,22.627,0,0.094,0.094,None
13439,(ID54220 : ID54324),8938,54220,54324,0.032,370.500,44.560,22.563,0,0.179,0.179,None
13440,(ID54324 : ID54431),8938,54324,54431,0.302,371.500,44.318,22.509,0,0.550,0.550,None
13441,(ID54431 : ID54535),8938,54431,54535,0.384,372.500,43.997,22.232,0,0.620,0.620,None
13442,(ID54535 : ID54650),8938,54535,54650,0.659,373.500,44.211,22.236,0,0.812,0.812,None
13443,(ID54650 : ID54759),8938,54650,54759,0.079,374.500,44.545,22.425,0,0.281,0.281,None
13444,(ID54759 : ID54866),8938,54759,54866,0.460,375.500,44.743,22.618,0,0.678,0.678,None
13445,(ID54866 : ID54986),8938,54866,54986,0.492,376.500,44.641,22.666,0,0.702,0.702,None
13446,(ID54986 : ID55417),8938,54986,55417,0.036,377.500,44.318,22.388,0,0.190,0.190,None
13447,(ID55417 : ID55097),8938,55417,55097,0.011,378.500,44.275,22.373,0,0.103,0.103,None
13448,(ID55097 : ID55205),8938,55097,55205,0.038,379.500,44.380,22.451,0,0.196,0.196,None
13449,(ID53697 : ID53597),8943,53697,53597,0.014,364.500,32.421,36.212,0,0.120,0.120,None
13450,(ID53597 : ID54016),8943,53597,54016,0.520,365.500,32.709,36.318,0,0.721,0.721,None
13451,(ID54016 : ID53797),8943,54016,53797,0.003,366.500,33.056,36.491,0,0.059,0.059,None
13452,(ID53797 : ID53910),8943,53797,53910,0.021,367.500,33.024,36.462,0,0.144,0.144,None
13453,(ID53910 : ID54132),8943,53910,54132,0.004,368.500,32.990,36.439,0,0.065,0.065,None
13454,(ID54132 : ID54242),8943,54132,54242,0.019,369.500,33.036,36.405,0,0.137,0.137,None
13455,(ID54242 : ID54345),8943,54242,54345,0.065,370.500,32.984,36.244,0,0.256,0.256,None
13456,(ID54345 : ID54461),8943,54345,54461,0.157,371.500,32.973,36.331,0,0.397,0.397,None
13457,(ID53714 : ID53611),8949,53714,53611,0.042,364.500,41.870,42.760,0,0.204,0.204,None
13458,(ID53611 : ID54033),8949,53611,54033,0.024,365.500,41.885,42.735,0,0.156,0.156,None
13459,(ID54033 : ID53811),8949,54033,53811,7.170E-4,366.500,41.817,42.772,0,0.027,0.027,None
13460,(ID53811 : ID53921),8949,53811,53921,0.004,367.500,41.800,42.802,0,0.060,0.060,None
13461,(ID53921 : ID54147),8949,53921,54147,0.001,368.500,41.792,42.821,0,0.033,0.033,None
13462,(ID54147 : ID54255),8949,54147,54255,0.004,369.500,41.788,42.797,0,0.064,0.064,None
13463,(ID54255 : ID54357),8949,54255,54357,0.006,370.500,41.807,42.779,0,0.080,0.080,None
13464,(ID54357 : ID54476),8949,54357,54476,1.186E-4,371.500,41.847,42.791,0,0.011,0.011,None
13465,(ID54476 : ID54572),8949,54476,54572,0.007,372.500,41.808,42.800,0,0.082,0.082,None
13466,(ID54572 : ID54686),8949,54572,54686,0.017,373.500,41.817,42.760,0,0.132,0.132,None
13467,(ID53719 : ID53619),8950,53719,53619,0.023,364.500,57.554,47.142,0,0.150,0.150,None
13468,(ID53619 : ID54042),8950,53619,54042,4.216E-4,365.500,57.597,47.214,0,0.021,0.021,None
13469,(ID54042 : ID53825),8950,54042,53825,0.113,366.500,57.436,47.271,0,0.336,0.336,None
13470,(ID53825 : ID53933),8950,53825,53933,0.011,367.500,57.316,47.350,0,0.103,0.103,None
13471,(ID53933 : ID54159),8950,53933,54159,0.037,368.500,57.262,47.367,0,0.192,0.192,None
13472,(ID54159 : ID54270),8950,54159,54270,0.066,369.500,57.164,47.480,0,0.257,0.257,None
13473,(ID54270 : ID54367),8950,54270,54367,0.006,370.500,57.189,47.581,0,0.079,0.079,None
13474,(ID54367 : ID54484),8950,54367,54484,0.012,371.500,57.227,47.499,0,0.108,0.108,None
13475,(ID54484 : ID54584),8950,54484,54584,0.044,372.500,57.342,47.430,0,0.211,0.211,None
13476,(ID53530 : ID53736),8956,53530,53736,0.275,363.500,53.772,59.514,0,0.524,0.524,None
13477,(ID53736 : ID53636),8956,53736,53636,0.007,364.500,53.552,59.348,0,0.084,0.084,None
13478,(ID53636 : ID54064),8956,53636,54064,0.060,365.500,53.576,59.263,0,0.245,0.245,None
13479,(ID54064 : ID53846),8956,54064,53846,0.086,366.500,53.601,59.299,0,0.293,0.293,None
13480,(ID53846 : ID53950),8956,53846,53950,0.003,367.500,53.539,59.454,0,0.058,0.058,None
13481,(ID53950 : ID54180),8956,53950,54180,0.180,368.500,53.719,59.418,0,0.424,0.424,None
13482,(ID54180 : ID54285),8956,54180,54285,0.142,369.500,53.739,59.339,0,0.377,0.377,None
13483,(ID54285 : ID54388),8956,54285,54388,0.102,370.500,53.443,59.424,0,0.320,0.320,None
13484,(ID54388 : ID54503),8956,54388,54503,0.120,371.500,53.238,59.395,0,0.346,0.346,None
13485,(ID53546 : ID53968),8960,53546,53968,5.892E-4,365.500,2.709,12.431,0,0.024,0.024,None
13486,(ID53968 : ID53752),8960,53968,53752,0.003,366.500,2.724,12.437,0,0.056,0.056,None
13487,(ID53752 : ID53860),8960,53752,53860,0.003,367.500,2.744,12.416,0,0.054,0.054,None
13488,(ID53860 : ID54082),8960,53860,54082,9.430E-4,368.500,2.725,12.401,0,0.031,0.031,None
13489,(ID54082 : ID54198),8960,54082,54198,3.116E-6,369.500,2.714,12.412,0,0.002,0.002,None
13490,(ID54198 : ID54305),8960,54198,54305,0.001,370.500,2.733,12.413,0,0.035,0.035,None
13491,(ID54305 : ID54409),8960,54305,54409,0.003,371.500,2.734,12.436,0,0.057,0.057,None
13492,(ID54409 : ID54520),8960,54409,54520,0.008,372.500,2.718,12.416,0,0.088,0.088,None
13493,(ID54520 : ID54629),8960,54520,54629,0.007,373.500,2.712,12.412,0,0.082,0.082,None
13494,(ID54629 : ID54745),8960,54629,54745,0.004,374.500,2.685,12.427,0,0.063,0.063,None
13495,(ID54745 : ID54844),8960,54745,54844,0.007,375.500,2.704,12.416,0,0.081,0.081,None
13496,(ID54844 : ID54957),8960,54844,54957,0.002,376.500,2.734,12.411,0,0.042,0.042,None
13497,(ID54957 : ID55396),8960,54957,55396,0.003,377.500,2.717,12.415,0,0.050,0.050,None
13498,(ID55396 : ID55073),8960,55396,55073,0.004,378.500,2.720,12.412,0,0.060,0.060,None
13499,(ID55073 : ID55183),8960,55073,55183,0.003,379.500,2.719,12.409,0,0.056,0.056,None
13500,(ID55183 : ID55292),8960,55183,55292,0.003,380.500,2.732,12.438,0,0.052,0.052,None
13501,(ID55292 : ID55503),8960,55292,55503,0.013,381.500,2.713,12.409,0,0.112,0.112,None
13502,(ID55503 : ID55619),8960,55503,55619,0.002,382.500,2.687,12.381,0,0.041,0.041,None
13503,(ID55619 : ID55722),8960,55619,55722,0.004,383.500,2.716,12.419,0,0.067,0.067,None
13504,(ID55722 : ID55841),8960,55722,55841,0.001,384.500,2.744,12.452,0,0.038,0.038,None
13505,(ID55841 : ID55946),8960,55841,55946,0.006,385.500,2.735,12.426,0,0.076,0.076,None
13506,(ID55946 : ID56052),8960,55946,56052,0.002,386.500,2.732,12.401,0,0.049,0.049,None
13507,(ID56052 : ID56161),8960,56052,56161,0.005,387.500,2.724,12.412,0,0.067,0.067,None
13508,(ID56161 : ID56265),8960,56161,56265,0.001,388.500,2.708,12.416,0,0.033,0.033,None
13509,(ID56265 : ID56366),8960,56265,56366,0.007,389.500,2.739,12.451,0,0.086,0.086,None
13510,(ID56366 : ID56464),8960,56366,56464,0.005,390.500,2.733,12.464,0,0.069,0.069,None
13511,(ID56464 : ID56575),8960,56464,56575,0.003,391.500,2.726,12.413,0,0.055,0.055,None
13512,(ID56575 : ID56693),8960,56575,56693,0.002,392.500,2.741,12.412,0,0.044,0.044,None
13513,(ID56693 : ID56804),8960,56693,56804,0.005,393.500,2.706,12.427,0,0.074,0.074,None
13514,(ID56804 : ID56933),8960,56804,56933,0.001,394.500,2.676,12.434,0,0.032,0.032,None
13515,(ID56933 : ID57036),8960,56933,57036,0.002,395.500,2.701,12.434,0,0.045,0.045,None
13516,(ID57036 : ID57145),8960,57036,57145,0.001,396.500,2.731,12.429,0,0.033,0.033,None
13517,(ID57145 : ID57601),8960,57145,57601,0.001,397.500,2.745,12.422,0,0.033,0.033,None
13518,(ID57601 : ID57257),8960,57601,57257,2.881E-4,398.500,2.736,12.404,0,0.017,0.017,None
13519,(ID57257 : ID57374),8960,57257,57374,0.001,399.500,2.739,12.416,0,0.034,0.034,None
13520,(ID57374 : ID57488),8960,57374,57488,0.003,400.500,2.726,12.418,0,0.052,0.052,None
13521,(ID57488 : ID57729),8960,57488,57729,1.877E-4,401.500,2.708,12.412,0,0.014,0.014,None
13522,(ID57729 : ID57861),8960,57729,57861,5.439E-4,402.500,2.701,12.416,0,0.023,0.023,None
13523,(ID57861 : ID57982),8960,57861,57982,3.606E-4,403.500,2.694,12.425,0,0.019,0.019,None
13524,(ID57982 : ID58114),8960,57982,58114,3.925E-4,404.500,2.703,12.424,0,0.020,0.020,None
13525,(ID58114 : ID58229),8960,58114,58229,0.002,405.500,2.730,12.412,0,0.048,0.048,None
13526,(ID58229 : ID58341),8960,58229,58341,0.003,406.500,2.744,12.384,0,0.054,0.054,None
13527,(ID58341 : ID58463),8960,58341,58463,0.002,407.500,2.722,12.380,0,0.048,0.048,None
13528,(ID58463 : ID58688),8960,58463,58688,0.001,408.500,2.709,12.417,0,0.032,0.032,None
13529,(ID58688 : ID58571),8960,58688,58571,0.002,409.500,2.714,12.413,0,0.042,0.042,None
13530,(ID58571 : ID58811),8960,58571,58811,0.003,410.500,2.720,12.421,0,0.055,0.055,None
13531,(ID58811 : ID58933),8960,58811,58933,7.520E-4,411.500,2.707,12.442,0,0.027,0.027,None
13532,(ID58933 : ID59172),8960,58933,59172,0.003,412.500,2.668,12.436,0,0.055,0.055,None
13533,(ID59172 : ID59067),8960,59172,59067,0.014,413.500,2.686,12.401,0,0.116,0.116,None
13534,(ID59067 : ID59383),8960,59067,59383,0.005,414.500,2.738,12.400,0,0.070,0.070,None
13535,(ID54043 : ID53823),8984,54043,53823,0.853,366.500,52.628,47.427,0,0.923,0.923,None
13536,(ID53823 : ID53932),8984,53823,53932,0.066,367.500,53.164,47.331,0,0.257,0.257,None
13537,(ID53932 : ID54158),8984,53932,54158,0.066,368.500,53.127,47.291,0,0.256,0.256,None
13538,(ID54158 : ID54268),8984,54158,54268,0.074,369.500,52.919,47.450,0,0.272,0.272,None
13539,(ID54268 : ID54364),8984,54268,54364,0.426,370.500,52.524,47.408,0,0.653,0.653,None
13540,(ID54364 : ID54483),8984,54364,54483,8.588E-5,371.500,52.230,47.275,0,0.009,0.009,None
13541,(ID54483 : ID54583),8984,54483,54583,3.037E-4,372.500,52.223,47.282,0,0.017,0.017,None
13542,(ID54583 : ID54697),8984,54583,54697,5.998E-4,373.500,52.227,47.287,0,0.024,0.024,None
13543,(ID54697 : ID54805),8984,54697,54805,0.002,374.500,52.237,47.270,0,0.039,0.039,None
13544,(ID54805 : ID54921),8984,54805,54921,0.009,375.500,52.265,47.288,0,0.094,0.094,None
13545,(ID54921 : ID55039),8984,54921,55039,0.030,376.500,52.219,47.280,0,0.173,0.173,None
13546,(ID54045 : ID53828),8986,54045,53828,0.673,366.500,16.090,47.963,0,0.820,0.820,None
13547,(ID53828 : ID53939),8986,53828,53939,0.042,367.500,16.024,48.331,0,0.205,0.205,None
13548,(ID53939 : ID54165),8986,53939,54165,0.087,368.500,15.988,48.376,0,0.294,0.294,None
13549,(ID54165 : ID54272),8986,54165,54272,0.064,369.500,15.975,48.410,0,0.253,0.253,None
13550,(ID54272 : ID54369),8986,54272,54369,0.016,370.500,16.145,48.351,0,0.126,0.126,None
13551,(ID54369 : ID54488),8986,54369,54488,5.838E-4,371.500,16.178,48.307,0,0.024,0.024,None
13552,(ID54488 : ID54588),8986,54488,54588,0.038,372.500,16.085,48.360,0,0.195,0.195,None
13553,(ID54588 : ID54700),8986,54588,54700,0.037,373.500,16.030,48.322,0,0.192,0.192,None
13554,(ID54700 : ID54810),8986,54700,54810,0.731,374.500,15.721,48.495,0,0.855,0.855,None
13555,(ID54810 : ID54927),8986,54810,54927,0.018,375.500,15.417,48.819,0,0.133,0.133,None
13556,(ID54927 : ID55044),8986,54927,55044,0.155,376.500,15.559,48.714,0,0.393,0.393,None
13557,(ID53955 : ID53740),8989,53955,53740,9.359E-4,366.500,44.779,0.609,0,0.031,0.031,None
13558,(ID53740 : ID53849),8989,53740,53849,6.635E-4,367.500,44.780,0.602,0,0.026,0.026,None
13559,(ID53849 : ID54069),8989,53849,54069,8.881E-4,368.500,44.763,0.616,0,0.030,0.030,None
13560,(ID54069 : ID54185),8989,54069,54185,1.966E-4,369.500,44.757,0.624,0,0.014,0.014,None
13561,(ID54185 : ID54291),8989,54185,54291,0.001,370.500,44.745,0.602,0,0.037,0.037,None
13562,(ID54291 : ID54392),8989,54291,54392,0.006,371.500,44.774,0.593,0,0.076,0.076,None
13563,(ID54392 : ID54508),8989,54392,54508,0.002,372.500,44.808,0.580,0,0.040,0.040,None
13564,(ID54508 : ID54610),8989,54508,54610,0.013,373.500,44.750,0.545,0,0.114,0.114,None
13565,(ID54610 : ID54725),8989,54610,54725,0.014,374.500,44.734,0.574,0,0.119,0.119,None
13566,(ID54725 : ID54828),8989,54725,54828,0.016,375.500,44.774,0.557,0,0.125,0.125,None
13567,(ID54828 : ID54942),8989,54828,54942,0.005,376.500,44.766,0.529,0,0.072,0.072,None
13568,(ID54942 : ID55388),8989,54942,55388,0.002,377.500,44.753,0.544,0,0.039,0.039,None
13569,(ID55388 : ID55060),8989,55388,55060,0.002,378.500,44.743,0.543,0,0.040,0.040,None
13570,(ID55060 : ID55168),8989,55060,55168,0.008,379.500,44.778,0.574,0,0.088,0.088,None
13571,(ID55168 : ID55275),8989,55168,55275,0.007,380.500,44.816,0.628,0,0.084,0.084,None
13572,(ID55275 : ID55485),8989,55275,55485,0.004,381.500,44.813,0.638,0,0.065,0.065,None
13573,(ID55485 : ID55595),8989,55485,55595,0.002,382.500,44.800,0.620,0,0.041,0.041,None
13574,(ID55595 : ID55705),8989,55595,55705,0.002,383.500,44.794,0.617,0,0.040,0.040,None
13575,(ID53969 : ID53754),8993,53969,53754,0.008,366.500,26.123,13.463,0,0.087,0.087,None
13576,(ID53754 : ID53863),8993,53754,53863,0.017,367.500,26.104,13.437,0,0.131,0.131,None
13577,(ID53863 : ID54085),8993,53863,54085,0.006,368.500,26.071,13.389,0,0.079,0.079,None
13578,(ID54085 : ID54199),8993,54085,54199,0.002,369.500,26.083,13.377,0,0.046,0.046,None
13579,(ID54199 : ID54308),8993,54199,54308,2.168E-4,370.500,26.068,13.400,0,0.015,0.015,None
13580,(ID54308 : ID54413),8993,54308,54413,0.002,371.500,26.082,13.429,0,0.050,0.050,None
13581,(ID54413 : ID54522),8993,54413,54522,0.002,372.500,26.095,13.428,0,0.044,0.044,None
13582,(ID54522 : ID54630),8993,54522,54630,0.001,373.500,26.110,13.418,0,0.036,0.036,None
13583,(ID53980 : ID53769),8996,53980,53769,0.016,366.500,45.950,21.205,0,0.127,0.127,None
13584,(ID53769 : ID53876),8996,53769,53876,0.016,367.500,46.030,21.305,0,0.127,0.127,None
13585,(ID53876 : ID54102),8996,53876,54102,0.255,368.500,46.308,21.438,0,0.505,0.505,None
13586,(ID54102 : ID54215),8996,54102,54215,0.235,369.500,46.347,21.382,0,0.485,0.485,None
13587,(ID54215 : ID54317),8996,54215,54317,0.204,370.500,45.923,21.241,0,0.451,0.451,None
13588,(ID54317 : ID54427),8996,54317,54427,0.181,371.500,45.910,21.239,0,0.426,0.426,None
13589,(ID54427 : ID54532),8996,54427,54532,0.050,372.500,46.026,21.184,0,0.224,0.224,None
13590,(ID54532 : ID54644),8996,54532,54644,0.001,373.500,45.944,21.139,0,0.038,0.038,None
13591,(ID53855 : ID54077),9039,53855,54077,0.002,368.500,42.841,8.531,0,0.050,0.050,None
13592,(ID54077 : ID54191),9039,54077,54191,0.004,369.500,42.814,8.536,0,0.067,0.067,None
13593,(ID54191 : ID54296),9039,54191,54296,2.760E-4,370.500,42.789,8.508,0,0.017,0.017,None
13594,(ID54296 : ID54401),9039,54296,54401,5.843E-4,371.500,42.783,8.492,0,0.024,0.024,None
13595,(ID54401 : ID54513),9039,54401,54513,0.896,372.500,42.323,8.339,0,0.947,0.947,None
13596,(ID54513 : ID54619),9039,54513,54619,0.041,373.500,41.774,8.173,0,0.201,0.201,None
13597,(ID54619 : ID54734),9039,54619,54734,0.045,374.500,41.639,8.053,0,0.212,0.212,None
13598,(ID54734 : ID54833),9039,54734,54833,0.447,375.500,41.771,7.665,0,0.668,0.668,None
13599,(ID54099 : ID54214),9045,54099,54214,0.010,369.500,18.170,21.205,0,0.098,0.098,None
13600,(ID54214 : ID54316),9045,54214,54316,0.006,370.500,18.176,21.277,0,0.078,0.078,None
13601,(ID54316 : ID54426),9045,54316,54426,0.078,371.500,18.285,21.262,0,0.280,0.280,None
13602,(ID54426 : ID54533),9045,54426,54533,0.081,372.500,18.287,21.274,0,0.285,0.285,None
13603,(ID54533 : ID54646),9045,54533,54646,0.020,373.500,18.223,21.358,0,0.141,0.141,None
13604,(ID54646 : ID54755),9045,54646,54755,0.003,374.500,18.264,21.380,0,0.050,0.050,None
13605,(ID54755 : ID54858),9045,54755,54858,0.007,375.500,18.278,21.393,0,0.085,0.085,None
13606,(ID54858 : ID54978),9045,54858,54978,0.011,376.500,18.329,21.360,0,0.106,0.106,None
13607,(ID54103 : ID54217),9047,54103,54217,0.029,369.500,25.023,21.850,0,0.169,0.169,None
13608,(ID54217 : ID54319),9047,54217,54319,0.055,370.500,24.990,21.858,0,0.234,0.234,None
13609,(ID54319 : ID54428),9047,54319,54428,0.011,371.500,24.929,21.882,0,0.104,0.104,None
13610,(ID54428 : ID54534),9047,54428,54534,0.010,372.500,24.923,21.838,0,0.102,0.102,None
13611,(ID54534 : ID54648),9047,54534,54648,0.021,373.500,24.945,21.815,0,0.143,0.143,None
13612,(ID54648 : ID54757),9047,54648,54757,2.368E-4,374.500,25.016,21.815,0,0.015,0.015,None
13613,(ID54757 : ID54859),9047,54757,54859,0.010,375.500,24.967,21.831,0,0.098,0.098,None
13614,(ID54859 : ID54981),9047,54859,54981,0.006,376.500,24.930,21.802,0,0.076,0.076,None
13615,(ID54981 : ID55414),9047,54981,55414,0.013,377.500,24.980,21.809,0,0.116,0.116,None
13616,(ID55414 : ID55090),9047,55414,55090,0.041,378.500,24.929,21.805,0,0.202,0.202,None
13617,(ID53909 : ID54134),9053,53909,54134,0.512,368.500,36.083,36.382,0,0.716,0.716,None
13618,(ID54134 : ID54243),9053,54134,54243,0.017,369.500,35.839,36.547,0,0.129,0.129,None
13619,(ID54243 : ID54346),9053,54243,54346,0.004,370.500,35.874,36.514,0,0.060,0.060,None
13620,(ID54346 : ID54462),9053,54346,54462,3.741E-4,371.500,35.855,36.506,0,0.019,0.019,None
13621,(ID54462 : ID54559),9053,54462,54559,0.002,372.500,35.884,36.512,0,0.044,0.044,None
13622,(ID54559 : ID54678),9053,54559,54678,0.003,373.500,35.895,36.487,0,0.051,0.051,None
13623,(ID54678 : ID54789),9053,54678,54789,0.012,374.500,35.836,36.440,0,0.110,0.110,None
13624,(ID54789 : ID54897),9053,54789,54897,0.006,375.500,35.814,36.442,0,0.076,0.076,None
13625,(ID54897 : ID55016),9053,54897,55016,9.190E-4,376.500,35.828,36.464,0,0.030,0.030,None
13626,(ID55016 : ID55444),9053,55016,55444,0.020,377.500,35.875,36.494,0,0.142,0.142,None
13627,(ID55444 : ID55123),9053,55444,55123,0.012,378.500,35.882,36.518,0,0.111,0.111,None
13628,(ID55123 : ID55233),9053,55123,55233,0.019,379.500,35.759,36.499,0,0.138,0.138,None
13629,(ID54470 : ID54566),9097,54470,54566,0.002,372.500,49.172,39.514,0,0.047,0.047,None
13630,(ID54566 : ID54683),9097,54566,54683,0.007,373.500,49.108,39.498,0,0.085,0.085,None
13631,(ID54683 : ID54793),9097,54683,54793,0.004,374.500,49.097,39.501,0,0.067,0.067,None
13632,(ID54793 : ID54905),9097,54793,54905,0.005,375.500,49.154,39.493,0,0.070,0.070,None
13633,(ID54905 : ID55024),9097,54905,55024,0.004,376.500,49.177,39.500,0,0.059,0.059,None
13634,(ID55024 : ID55448),9097,55024,55448,0.003,377.500,49.147,39.540,0,0.058,0.058,None
13635,(ID55448 : ID55128),9097,55448,55128,0.007,378.500,49.153,39.574,0,0.082,0.082,None
13636,(ID55128 : ID55239),9097,55128,55239,0.002,379.500,49.188,39.573,0,0.050,0.050,None
13637,(ID55239 : ID55349),9097,55239,55349,0.007,380.500,49.154,39.523,0,0.085,0.085,None
13638,(ID55349 : ID55559),9097,55349,55559,2.522E-4,381.500,49.124,39.505,0,0.016,0.016,None
13639,(ID55559 : ID55678),9097,55559,55678,6.866E-4,382.500,49.131,39.499,0,0.026,0.026,None
13640,(ID55678 : ID55789),9097,55678,55789,9.808E-4,383.500,49.122,39.475,0,0.031,0.031,None
13641,(ID55789 : ID55897),9097,55789,55897,0.076,384.500,48.983,39.411,0,0.276,0.276,None
13642,(ID54474 : ID54570),9099,54474,54570,0.003,372.500,40.567,42.400,0,0.055,0.055,None
